Temperature[C],Humidity[%],Pressure[hPa],CO(V),Fire Alarm
26.92,47.68,938.872,0.386,1
26.96,47.6,938.873,0.05,1
26.98,47.53,938.865,0.381,1
27.02,47.47,938.859,0.024,1
27.02,47.39,938.863,0.393,1
27.05,47.35,938.861,0.759,1
27.06,47.27,938.857,0.592,1
27.09,47.2,938.865,0.692,1
27.12,47.18,938.87,0.229,1
27.12,47.15,938.874,0.536,1
27.14,47.08,938.867,0.82,1
27.12,47.06,938.875,0.481,1
27.15,47.03,938.873,0.523,1
27.14,46.98,938.867,0.644,1
27.16,46.94,938.868,0.068,1
26.03,46.93,938.87,0.381,1
25.62,47.67,938.864,0.945,1
25.4,48.55,938.868,0.116,1
25.31,49.32,938.878,0.949,1
25.2,49.96,938.872,0.249,1
25.13,50.45,938.875,0.682,1
25.07,50.9,938.872,0.012,1
25.02,51.24,938.867,0.486,1
24.96,51.56,938.863,0.939,1
24.92,51.76,938.865,0.166,1
24.89,51.99,938.865,0.973,1
24.85,52.19,938.866,0.496,1
24.82,52.31,938.861,0.115,1
24.79,52.42,938.867,0.374,1
24.75,52.55,938.864,0.434,1
24.72,52.64,938.863,0.886,1
24.69,52.74,938.852,0.122,1
24.68,52.82,938.864,0.502,1
24.65,52.89,938.86,0.27,1
24.64,52.97,938.866,0.697,1
24.64,53.02,938.86,0.224,1
24.59,53.1,938.862,0.82,1
24.58,53.13,938.851,0.047,1
24.57,53.17,938.858,0.216,1
24.54,53.24,938.865,0.592,1
24.51,53.32,938.877,0.125,1
24.48,53.35,938.875,0.906,1
24.48,53.43,938.875,0.971,1
24.48,53.46,938.89,0.435,1
24.44,53.5,938.888,0.681,1
25.68,53.56,938.878,0.034,1
26.05,52.83,938.872,0.721,1
26.22,51.87,938.876,0.886,1
26.32,51.06,938.872,0.852,1
26.43,50.38,938.887,0.758,1
26.5,49.84,938.895,0.194,1
26.57,49.44,938.905,0.623,1
26.61,49.07,938.91,0.891,1
26.67,48.79,938.901,0.444,1
26.71,48.57,938.892,0.106,1
26.78,48.39,938.903,0.485,1
26.8,48.19,938.901,0.333,1
26.83,48.07,938.895,0.149,1
26.87,47.92,938.905,0.436,1
26.9,47.82,938.905,0.383,1
26.91,47.7,938.894,0.947,1
26.94,47.62,938.898,0.352,1
26.96,47.57,938.904,0.01,1
26.99,47.48,938.906,0.525,1
26.99,47.43,938.899,0.234,1
27.04,47.38,938.887,0.67,1
27.04,47.32,938.881,0.036,1
27.06,47.27,938.871,0.603,1
27.08,47.21,938.864,0.605,1
27.11,47.18,938.877,0.059,1
27.11,47.16,938.889,0.636,1
27.11,47.12,938.879,0.234,1
27.11,47.07,938.874,0.627,1
27.12,47.05,938.865,0.343,1
27.18,47.0,938.857,0.919,1
25.98,47.02,938.851,0.237,1
25.6,47.74,938.848,0.494,1
25.38,48.62,938.84,0.573,1
25.27,49.41,938.828,0.293,1
25.19,50.03,938.827,0.139,1
25.12,50.54,938.826,0.345,1
25.03,50.96,938.825,0.528,1
24.98,51.33,938.841,0.108,1
24.92,51.61,938.847,0.786,1
24.89,51.87,938.849,0.503,1
24.86,52.04,938.849,0.989,1
24.8,52.2,938.858,0.32,1
24.79,52.39,938.863,0.543,1
24.76,52.5,938.864,0.124,1
24.73,52.62,938.865,0.908,1
24.69,52.72,938.864,0.334,1
24.69,52.82,938.865,0.581,1
24.68,52.89,938.863,0.265,1
24.64,52.97,938.864,0.625,1
24.59,53.02,938.861,0.958,1
24.59,53.07,938.856,0.236,1
24.58,53.15,938.853,0.157,1
24.57,53.18,938.854,0.194,1
24.54,53.25,938.848,0.486,1
24.51,53.3,938.864,0.464,1
24.52,53.35,938.859,0.342,1
24.51,53.36,938.86,0.325,1
24.49,53.45,938.871,0.099,1
24.47,53.47,938.862,0.254,1
24.47,53.5,938.868,0.29,1
25.7,53.57,938.879,0.691,1
26.03,52.81,938.877,0.719,1
26.22,51.87,938.879,0.543,1
26.36,50.99,938.873,0.116,1
26.43,50.34,938.877,0.166,1
26.5,49.79,938.871,0.169,1
26.58,49.31,938.867,0.09,1
26.61,49.02,938.873,0.505,1
26.68,48.73,938.874,0.478,1
26.72,48.53,938.874,0.554,1
26.77,48.29,938.875,0.158,1
26.8,48.18,938.876,0.33,1
26.83,48.03,938.864,0.636,1
26.85,47.94,938.853,0.269,1
26.91,47.77,938.85,0.803,1
26.92,47.7,938.862,0.568,1
26.94,47.63,938.867,0.689,1
26.96,47.55,938.848,0.195,1
26.98,47.46,938.841,0.153,1
26.99,47.44,938.847,0.228,1
27.05,47.39,938.845,0.482,1
27.05,47.36,938.842,0.441,1
27.06,47.27,938.843,0.597,1
27.11,47.22,938.832,0.973,1
27.09,47.15,938.841,0.851,1
27.12,47.14,938.837,0.37,1
27.14,47.07,938.839,0.74,1
27.14,47.07,938.844,0.785,1
27.14,47.0,938.823,0.582,1
27.18,47.0,938.832,0.247,1
26.0,47.0,938.844,0.391,1
25.6,47.72,938.846,0.428,1
25.38,48.59,938.846,0.545,1
25.3,49.37,938.839,0.02,1
25.2,49.98,938.844,0.868,1
25.12,50.49,938.846,0.562,1
25.05,50.91,938.863,0.376,1
24.98,51.29,938.861,0.031,1
24.93,51.54,938.855,0.761,1
24.89,51.83,938.862,0.109,1
24.86,52.06,938.863,0.698,1
24.83,52.22,938.871,0.546,1
24.79,52.39,938.877,0.411,1
24.73,52.52,938.875,0.843,1
24.71,52.62,938.866,0.391,1
24.69,52.71,938.851,0.732,1
24.66,52.81,938.843,0.106,1
24.61,52.89,938.848,0.03,1
24.62,52.98,938.843,0.805,1
24.59,53.05,938.853,0.063,1
24.59,53.1,938.857,0.197,1
24.58,53.16,938.858,0.958,1
24.54,53.21,938.855,0.091,1
24.52,53.26,938.85,0.103,1
24.51,53.3,938.845,0.35,1
24.52,53.38,938.841,0.153,1
24.51,53.4,938.842,0.438,1
24.48,53.4,938.852,0.382,1
24.47,53.46,938.84,0.546,1
24.47,53.49,938.843,0.27,1
25.71,53.54,938.839,0.375,1
26.06,52.74,938.84,0.161,1
26.19,51.81,938.833,0.158,1
26.35,50.99,938.837,0.47,1
26.44,50.24,938.836,0.515,1
26.51,49.75,938.835,0.704,1
26.57,49.29,938.828,0.132,1
26.63,49.0,938.832,0.97,1
26.67,48.7,938.836,0.41,1
26.69,48.49,938.837,0.845,1
26.74,48.32,938.841,0.328,1
26.78,48.16,938.849,0.123,1
26.83,48.02,938.837,0.112,1
26.85,47.88,938.839,0.686,1
26.87,47.78,938.857,0.01,1
26.9,47.72,938.849,0.158,1
26.92,47.63,938.851,0.392,1
26.94,47.57,938.849,0.438,1
26.95,47.49,938.85,0.83,1
27.01,47.45,938.85,0.18,1
27.01,47.38,938.854,0.559,1
27.02,47.38,938.855,0.435,1
27.04,47.27,938.854,0.731,1
27.04,47.21,938.855,0.963,1
27.08,47.22,938.847,0.369,1
27.11,47.13,938.84,0.518,1
27.09,47.12,938.85,0.11,1
27.11,47.09,938.845,0.126,1
27.11,47.04,938.844,0.806,1
27.11,47.01,938.842,0.703,1
25.99,46.99,938.846,0.27,1
25.58,47.73,938.849,0.282,1
25.41,48.58,938.842,0.51,1
25.28,49.38,938.848,0.83,1
25.19,50.07,938.854,0.716,1
25.09,50.51,938.851,0.519,1
25.03,50.94,938.845,0.599,1
25.0,51.29,938.839,0.942,1
24.95,51.6,938.846,0.132,1
24.92,51.83,938.845,0.518,1
24.87,52.05,938.838,0.02,1
24.85,52.25,938.828,0.045,1
24.79,52.38,938.817,0.091,1
24.75,52.49,938.827,0.055,1
24.73,52.6,938.817,0.838,1
24.72,52.7,938.829,0.808,1
24.69,52.78,938.833,0.706,1
24.65,52.86,938.827,0.981,1
24.62,52.95,938.82,0.593,1
24.62,53.01,938.82,0.988,1
24.59,53.07,938.827,0.896,1
24.57,53.13,938.83,0.957,1
24.57,53.18,938.826,0.048,1
24.52,53.26,938.816,0.104,1
24.52,53.29,938.822,0.552,1
24.51,53.36,938.819,0.263,1
24.49,53.39,938.817,0.756,1
24.49,53.43,938.818,0.816,1
24.45,53.5,938.813,0.845,1
24.48,53.54,938.809,0.059,1
25.7,53.58,938.804,0.838,1
26.03,52.78,938.809,0.948,1
26.22,51.85,938.812,0.418,1
26.3,51.01,938.806,0.144,1
26.43,50.34,938.804,0.513,1
26.51,49.81,938.81,0.75,1
26.57,49.36,938.808,0.087,1
26.6,49.02,938.811,0.594,1
26.64,48.77,938.809,0.797,1
26.71,48.53,938.796,0.462,1
26.74,48.35,938.79,0.907,1
26.8,48.19,938.794,0.082,1
26.83,48.07,938.801,0.276,1
26.85,47.94,938.813,0.336,1
26.9,47.86,938.82,0.153,1
26.9,47.75,938.822,0.138,1
26.94,47.62,938.821,0.557,1
26.94,47.59,938.827,0.503,1
26.96,47.53,938.812,0.164,1
26.98,47.47,938.812,0.419,1
27.01,47.35,938.821,0.508,1
27.05,47.34,938.817,0.716,1
27.06,47.29,938.814,0.863,1
27.08,47.24,938.813,0.553,1
27.06,47.2,938.808,0.16,1
27.11,47.15,938.81,0.01,1
27.12,47.1,938.816,0.54,1
27.12,47.05,938.816,0.197,1
27.16,47.02,938.82,0.641,1
27.14,47.0,938.821,0.973,1
25.96,46.98,938.822,0.495,1
25.6,47.73,938.828,0.88,1
25.41,48.59,938.82,0.15,1
25.3,49.34,938.82,0.729,1
25.19,49.98,938.829,0.591,1
25.09,50.53,938.831,0.958,1
25.03,50.95,938.824,0.518,1
25.0,51.25,938.815,0.586,1
24.93,51.55,938.817,0.861,1
24.87,51.78,938.814,0.718,1
24.85,52.05,938.809,0.887,1
24.83,52.2,938.813,0.285,1
24.79,52.33,938.801,0.466,1
24.75,52.44,938.806,0.454,1
24.71,52.59,938.798,0.253,1
24.68,52.71,938.795,0.586,1
24.66,52.8,938.804,0.103,1
24.64,52.92,938.813,0.648,1
24.62,52.98,938.815,0.593,1
24.61,53.07,938.811,0.908,1
24.57,53.12,938.816,0.689,1
24.58,53.2,938.823,0.181,1
24.54,53.28,938.813,0.23,1
24.51,53.32,938.811,0.134,1
24.51,53.38,938.814,0.121,1
24.48,53.45,938.816,0.934,1
24.47,53.5,938.819,0.661,1
24.47,53.52,938.816,0.1,1
24.43,53.59,938.815,0.916,1
24.43,53.63,938.808,0.394,1
25.65,53.65,938.815,0.713,1
26.0,52.93,938.821,0.476,1
26.19,51.93,938.818,0.976,1
26.29,51.13,938.813,0.276,1
26.39,50.47,938.814,0.046,1
26.46,49.93,938.813,0.046,1
26.53,49.51,938.807,0.968,1
26.6,49.17,938.81,0.835,1
26.61,48.88,938.8,0.054,1
26.67,48.69,938.791,0.071,1
26.69,48.48,938.801,0.792,1
26.75,48.3,938.819,0.369,1
26.77,48.17,938.821,0.432,1
26.81,48.09,938.822,0.636,1
26.84,47.99,938.83,0.765,1
26.85,47.85,938.834,0.257,1
26.88,47.76,938.83,0.23,1
26.9,47.68,938.827,0.691,1
26.94,47.67,938.82,0.37,1
26.94,47.61,938.831,0.887,1
26.98,47.52,938.829,0.533,1
26.98,47.43,938.842,0.284,1
27.02,47.43,938.838,0.104,1
27.02,47.33,938.841,0.474,1
27.02,47.34,938.845,0.57,1
27.06,47.28,938.845,0.356,1
27.08,47.22,938.844,0.187,1
27.09,47.18,938.841,0.744,1
27.12,47.23,938.835,0.823,1
27.11,47.12,938.829,0.204,1
25.93,47.09,938.825,0.564,1
25.55,47.83,938.823,0.402,1
25.35,48.73,938.837,0.244,1
25.22,49.48,938.828,0.765,1
25.13,50.13,938.825,0.425,1
25.07,50.67,938.821,0.246,1
25.0,51.06,938.809,0.572,1
24.95,51.41,938.809,0.445,1
24.9,51.73,938.817,0.637,1
24.87,51.97,938.822,0.99,1
24.82,52.13,938.828,0.51,1
24.78,52.35,938.813,0.015,1
24.76,52.48,938.813,0.987,1
24.73,52.59,938.806,0.288,1
24.69,52.71,938.811,0.943,1
24.66,52.8,938.821,0.415,1
24.65,52.93,938.824,0.309,1
24.62,52.99,938.816,0.76,1
24.61,53.03,938.813,0.718,1
24.58,53.09,938.813,0.262,1
24.57,53.21,938.823,0.684,1
24.52,53.23,938.833,0.413,1
24.52,53.28,938.836,0.274,1
24.49,53.34,938.839,0.279,1
24.49,53.43,938.845,0.551,1
24.49,53.44,938.835,0.79,1
24.45,53.47,938.842,0.583,1
24.47,53.49,938.831,0.68,1
24.45,53.58,938.83,0.056,1
24.44,53.61,938.832,0.665,1
25.65,53.63,938.835,0.262,1
26.0,52.84,938.827,0.204,1
26.19,51.94,938.833,0.316,1
26.3,51.09,938.835,0.926,1
26.4,50.4,938.824,0.324,1
26.47,49.87,938.817,0.94,1
26.54,49.41,938.821,0.371,1
26.61,49.08,938.83,0.087,1
26.67,48.8,938.832,0.326,1
26.71,48.58,938.84,0.821,1
26.75,48.37,938.84,0.888,1
26.77,48.24,938.842,0.106,1
26.8,48.08,938.836,0.293,1
26.84,47.94,938.83,0.625,1
26.88,47.86,938.832,0.223,1
26.9,47.77,938.842,0.796,1
26.92,47.67,938.831,0.911,1
26.95,47.61,938.834,0.626,1
26.95,47.54,938.831,0.13,1
26.98,47.48,938.831,0.693,1
27.01,47.42,938.823,0.714,1
27.04,47.34,938.831,0.553,1
27.05,47.32,938.833,0.859,1
27.06,47.28,938.836,0.266,1
27.06,47.24,938.835,0.98,1
27.12,47.16,938.836,0.767,1
27.12,47.14,938.823,0.852,1
27.11,47.14,938.822,0.083,1
27.15,47.07,938.817,0.708,1
27.15,47.06,938.812,0.089,1
25.98,47.03,938.81,0.958,1
25.6,47.73,938.81,0.285,1
25.38,48.68,938.805,0.977,1
25.28,49.41,938.808,0.937,1
25.2,50.04,938.817,0.296,1
25.12,50.59,938.823,0.928,1
25.05,50.95,938.811,0.473,1
24.99,51.36,938.805,0.105,1
24.95,51.58,938.809,0.432,1
24.9,51.86,938.818,0.842,1
24.86,52.04,938.813,0.142,1
24.82,52.22,938.804,0.829,1
24.78,52.38,938.803,0.597,1
24.78,52.48,938.796,0.949,1
24.72,52.62,938.798,0.335,1
24.72,52.73,938.801,0.29,1
24.68,52.81,938.802,0.588,1
24.65,52.91,938.803,0.265,1
24.62,52.92,938.801,0.116,1
24.62,53.02,938.806,0.519,1
24.61,53.11,938.816,0.276,1
24.57,53.16,938.817,0.343,1
24.55,53.19,938.812,0.938,1
24.54,53.26,938.823,0.732,1
24.54,53.33,938.82,0.683,1
24.51,53.37,938.823,0.888,1
24.48,53.43,938.82,0.956,1
24.45,53.47,938.805,0.602,1
24.45,53.54,938.802,0.102,1
24.44,53.56,938.797,0.95,1
25.67,53.63,938.81,0.847,1
26.03,52.87,938.812,0.37,1
26.19,51.91,938.819,0.999,1
26.32,51.06,938.823,0.014,1
26.4,50.38,938.824,0.851,1
26.5,49.91,938.82,0.6,1
26.54,49.42,938.822,0.719,1
26.61,49.1,938.816,0.415,1
26.64,48.84,938.81,0.019,1
26.71,48.6,938.818,0.479,1
26.75,48.37,938.811,0.673,1
26.78,48.24,938.813,0.924,1
26.81,48.09,938.803,0.416,1
26.85,47.96,938.809,0.673,1
26.87,47.91,938.801,0.04,1
26.9,47.79,938.81,0.87,1
26.92,47.74,938.813,0.614,1
26.92,47.63,938.807,0.72,1
26.96,47.55,938.809,0.44,1
26.99,47.5,938.81,0.987,1
27.01,47.44,938.828,0.329,1
27.04,47.39,938.828,0.503,1
27.05,47.31,938.83,0.923,1
27.06,47.29,938.831,0.445,1
27.09,47.28,938.82,0.217,1
27.08,47.17,938.816,0.069,1
27.11,47.16,938.815,0.935,1
27.14,47.12,938.817,0.753,1
27.14,47.1,938.818,0.167,1
27.15,47.04,938.817,0.325,1
25.99,47.04,938.817,0.689,1
25.6,47.79,938.815,0.868,1
25.4,48.65,938.812,0.418,1
25.3,49.4,938.833,0.509,1
25.17,50.02,938.828,0.797,1
25.1,50.59,938.842,0.652,1
25.03,50.95,938.85,0.347,1
24.99,51.31,938.851,0.316,1
24.95,51.62,938.852,0.109,1
24.9,51.85,938.847,0.749,1
24.86,52.07,938.849,0.159,1
24.8,52.27,938.85,0.051,1
24.75,52.44,938.841,0.654,1
24.75,52.56,938.833,0.368,1
24.69,52.69,938.832,0.246,1
24.68,52.77,938.837,0.517,1
24.66,52.88,938.831,0.737,1
24.64,52.97,938.831,0.347,1
24.61,53.07,938.827,0.956,1
24.59,53.14,938.822,0.146,1
24.58,53.22,938.818,0.928,1
24.55,53.29,938.811,0.862,1
24.51,53.32,938.811,0.614,1
24.52,53.36,938.809,0.262,1
24.51,53.41,938.813,0.543,1
24.49,53.45,938.815,0.672,1
24.49,53.5,938.822,0.904,1
24.45,53.53,938.825,0.529,1
24.47,53.56,938.806,0.502,1
24.45,53.6,938.812,0.058,1
25.68,53.64,938.821,0.73,1
26.05,52.85,938.818,0.207,1
26.2,51.9,938.826,0.408,1
26.33,51.07,938.828,0.758,1
26.44,50.37,938.825,0.739,1
26.48,49.84,938.822,0.378,1
26.54,49.38,938.817,0.096,1
26.63,49.07,938.817,0.853,1
26.67,48.8,938.821,0.214,1
26.71,48.57,938.82,0.746,1
26.75,48.36,938.816,0.753,1
26.81,48.2,938.816,0.874,1
26.84,48.11,938.826,0.333,1
26.84,47.97,938.826,0.866,1
26.87,47.88,938.81,0.663,1
26.9,47.8,938.812,0.016,1
26.94,47.65,938.817,0.994,1
26.95,47.6,938.81,0.286,1
26.99,47.54,938.811,0.906,1
26.99,47.46,938.808,0.239,1
27.01,47.4,938.821,0.022,1
27.05,47.36,938.821,0.659,1
27.04,47.25,938.821,0.697,1
27.04,47.26,938.823,0.23,1
27.06,47.19,938.82,0.189,1
27.11,47.16,938.825,0.568,1
27.11,47.16,938.823,0.494,1
27.14,47.07,938.821,0.631,1
27.14,47.02,938.82,0.144,1
27.16,47.0,938.823,0.622,1
25.99,47.01,938.814,0.193,1
25.57,47.73,938.817,0.411,1
25.38,48.62,938.816,0.421,1
25.26,49.39,938.819,0.861,1
25.17,50.01,938.82,0.669,1
25.1,50.52,938.822,0.797,1
25.05,50.94,938.826,0.178,1
24.98,51.35,938.83,0.328,1
24.96,51.59,938.842,0.709,1
24.87,51.83,938.834,0.157,1
24.83,52.06,938.835,0.242,1
24.82,52.21,938.825,0.07,1
24.79,52.37,938.823,0.33,1
24.78,52.48,938.831,0.52,1
24.76,52.61,938.833,0.47,1
24.71,52.73,938.828,0.266,1
24.69,52.76,938.814,0.573,1
24.68,52.86,938.81,0.444,1
24.65,52.97,938.805,0.884,1
24.62,53.01,938.801,0.815,1
24.59,53.05,938.805,0.707,1
24.58,53.15,938.802,0.051,1
24.58,53.17,938.814,0.022,1
24.57,53.21,938.814,0.078,1
24.55,53.3,938.81,0.803,1
24.54,53.32,938.804,0.696,1
24.52,53.38,938.8,0.663,1
24.48,53.41,938.795,0.016,1
24.47,53.48,938.806,0.431,1
24.45,53.53,938.812,0.334,1
25.7,53.56,938.807,0.768,1
26.05,52.8,938.801,0.49,1
26.22,51.82,938.804,0.273,1
26.35,51.02,938.793,0.655,1
26.44,50.33,938.781,0.369,1
26.51,49.77,938.799,0.444,1
26.57,49.35,938.802,0.178,1
26.61,48.97,938.798,0.695,1
26.67,48.74,938.788,0.214,1
26.68,48.52,938.793,0.094,1
26.75,48.34,938.792,0.086,1
26.77,48.16,938.794,0.889,1
26.84,48.01,938.787,0.086,1
26.87,47.9,938.795,0.243,1
26.87,47.84,938.791,0.335,1
26.9,47.73,938.805,0.501,1
26.94,47.65,938.812,0.485,1
26.96,47.56,938.806,0.612,1
26.98,47.48,938.8,0.139,1
27.01,47.45,938.806,0.356,1
27.02,47.38,938.799,0.912,1
27.04,47.32,938.794,0.671,1
27.05,47.28,938.803,0.821,1
27.08,47.23,938.805,0.642,1
27.08,47.13,938.813,0.579,1
27.12,47.17,938.811,0.609,1
27.11,47.09,938.816,0.308,1
27.12,47.03,938.823,0.476,1
27.12,47.05,938.827,0.696,1
27.14,47.01,938.826,0.943,1
25.96,47.03,938.84,0.624,1
25.58,47.69,938.842,0.492,1
25.4,48.62,938.844,0.836,1
25.27,49.4,938.837,0.714,1
25.19,50.03,938.841,0.486,1
25.09,50.53,938.846,0.047,1
25.05,50.98,938.833,0.494,1
25.03,51.3,938.829,0.737,1
24.93,51.61,938.835,0.453,1
24.89,51.83,938.836,0.125,1
24.85,52.09,938.84,0.635,1
24.82,52.21,938.838,0.692,1
24.79,52.37,938.84,0.657,1
24.73,52.51,938.836,0.254,1
24.73,52.61,938.845,0.995,1
24.69,52.72,938.839,0.432,1
24.71,52.79,938.846,0.386,1
24.65,52.88,938.835,0.768,1
24.62,52.95,938.825,0.66,1
24.61,53.03,938.822,0.736,1
24.61,53.05,938.832,0.752,1
24.58,53.13,938.825,0.473,1
24.57,53.18,938.831,0.132,1
24.57,53.21,938.826,0.065,1
24.54,53.28,938.824,0.537,1
24.52,53.31,938.814,0.311,1
24.51,53.36,938.826,0.951,1
24.51,53.43,938.817,0.457,1
24.49,53.45,938.821,0.708,1
24.47,53.5,938.813,0.916,1
25.7,53.54,938.818,0.899,1
26.06,52.79,938.817,0.623,1
26.23,51.85,938.818,0.601,1
26.36,51.03,938.82,0.013,1
26.46,50.36,938.821,0.535,1
26.51,49.81,938.821,0.056,1
26.6,49.36,938.824,0.517,1
26.64,48.99,938.819,0.009,1
26.69,48.71,938.824,0.286,1
26.74,48.46,938.826,0.712,1
26.77,48.29,938.832,0.377,1
26.83,48.12,938.831,0.056,1
26.85,48.01,938.822,0.418,1
26.84,47.86,938.822,0.828,1
26.88,47.77,938.82,0.153,1
26.92,47.72,938.833,0.366,1
26.95,47.62,938.836,0.261,1
26.99,47.55,938.835,0.491,1
26.96,47.49,938.841,0.816,1
26.99,47.45,938.835,0.022,1
27.04,47.39,938.829,0.002,1
27.04,47.37,938.837,0.573,1
27.06,47.26,938.845,0.637,1
27.09,47.26,938.836,0.873,1
27.11,47.16,938.828,0.74,1
27.12,47.18,938.83,0.218,1
27.14,47.13,938.825,0.474,1
27.14,47.09,938.812,0.426,1
27.15,47.09,938.808,0.841,1
27.15,47.01,938.804,0.03,1
26.0,47.06,938.8,0.602,1
25.6,47.75,938.806,0.387,1
25.4,48.62,938.809,0.675,1
25.28,49.39,938.818,0.936,1
25.19,50.03,938.826,0.036,1
25.13,50.56,938.814,0.204,1
25.06,50.95,938.814,0.955,1
25.0,51.3,938.821,0.082,1
24.92,51.6,938.82,0.511,1
24.9,51.84,938.815,0.896,1
24.83,52.05,938.815,0.843,1
24.83,52.22,938.813,0.663,1
24.79,52.4,938.827,0.989,1
24.78,52.48,938.827,0.785,1
24.75,52.62,938.83,0.086,1
24.71,52.67,938.835,0.819,1
24.71,52.81,938.837,0.001,1
24.66,52.89,938.83,0.855,1
24.65,52.96,938.824,0.472,1
24.61,53.06,938.806,0.637,1
24.61,53.05,938.814,0.632,1
24.62,53.14,938.805,0.176,1
24.55,53.2,938.812,0.148,1
24.57,53.28,938.813,0.657,1
24.54,53.33,938.822,0.853,1
24.54,53.34,938.812,0.652,1
24.51,53.42,938.824,0.552,1
24.49,53.45,938.819,0.271,1
24.45,53.48,938.821,0.901,1
24.47,53.54,938.832,0.75,1
25.68,53.59,938.826,0.686,1
26.06,52.8,938.816,0.759,1
26.25,51.89,938.819,0.582,1
26.35,51.01,938.824,0.601,1
26.43,50.37,938.819,0.034,1
26.5,49.84,938.817,0.516,1
26.57,49.41,938.832,0.045,1
26.64,49.06,938.826,0.132,1
26.67,48.79,938.825,0.005,1
26.72,48.56,938.819,0.634,1
26.75,48.41,938.825,0.021,1
26.78,48.21,938.839,0.814,1
26.83,48.04,938.842,0.844,1
26.85,47.94,938.856,0.25,1
26.9,47.83,938.847,0.441,1
26.94,47.74,938.841,0.61,1
26.94,47.68,938.836,0.795,1
26.96,47.61,938.844,0.718,1
26.99,47.52,938.829,0.925,1
27.01,47.45,938.827,0.744,1
27.04,47.38,938.824,0.812,1
27.06,47.37,938.829,0.312,1
27.06,47.32,938.843,0.083,1
27.09,47.22,938.847,0.199,1
27.08,47.14,938.842,0.115,1
27.09,47.13,938.841,0.591,1
27.11,47.09,938.828,0.064,1
27.14,47.08,938.833,0.759,1
27.16,47.02,938.826,0.939,1
27.16,46.98,938.82,0.521,1
26.0,47.01,938.814,0.117,1
25.57,47.75,938.818,0.043,1
25.4,48.61,938.813,0.319,1
25.27,49.42,938.825,0.502,1
25.17,50.03,938.828,0.061,1
25.12,50.57,938.831,0.753,1
25.02,50.97,938.834,0.221,1
25.0,51.3,938.837,0.621,1
24.95,51.6,938.838,0.446,1
24.89,51.84,938.836,0.439,1
24.85,52.05,938.829,0.748,1
24.83,52.2,938.832,0.487,1
24.79,52.38,938.835,0.686,1
24.75,52.49,938.823,0.922,1
24.73,52.61,938.813,0.831,1
24.72,52.71,938.823,0.519,1
24.69,52.81,938.815,0.469,1
24.65,52.91,938.828,0.399,1
24.65,52.94,938.826,0.134,1
24.64,53.02,938.828,0.462,1
24.59,53.14,938.833,0.907,1
24.59,53.14,938.818,0.143,1
24.57,53.23,938.823,0.737,1
24.57,53.26,938.813,0.291,1
24.54,53.33,938.817,0.471,1
24.52,53.39,938.826,0.05,1
24.51,53.44,938.826,0.46,1
24.49,53.48,938.826,0.901,1
24.48,53.5,938.823,0.547,1
24.48,53.52,938.833,0.205,1
25.72,53.59,938.833,0.213,1
26.05,52.81,938.846,0.887,1
26.23,51.87,938.828,0.915,1
26.36,51.02,938.824,0.228,1
26.43,50.35,938.817,0.984,1
26.51,49.82,938.824,0.636,1
26.56,49.4,938.822,0.96,1
26.64,49.02,938.823,0.249,1
26.67,48.78,938.819,0.623,1
26.74,48.55,938.816,0.582,1
26.77,48.32,938.826,0.673,1
26.8,48.24,938.827,0.123,1
26.84,48.09,938.828,0.838,1
26.87,47.92,938.835,0.891,1
26.91,47.83,938.821,0.715,1
26.95,47.72,938.824,0.073,1
26.95,47.7,938.825,0.207,1
26.98,47.59,938.822,0.631,1
26.96,47.53,938.826,0.18,1
27.02,47.46,938.826,0.677,1
27.01,47.4,938.83,0.485,1
27.06,47.35,938.83,0.934,1
27.05,47.26,938.82,0.49,1
27.06,47.25,938.831,0.378,1
27.09,47.17,938.833,0.335,1
27.12,47.19,938.825,0.44,1
27.14,47.13,938.813,0.984,1
27.15,47.09,938.805,0.497,1
27.14,47.04,938.806,0.34,1
27.15,46.99,938.806,0.534,1
25.99,47.03,938.812,0.011,1
25.61,47.77,938.815,0.637,1
25.4,48.62,938.814,0.894,1
25.27,49.4,938.81,0.682,1
25.22,50.04,938.81,0.631,1
25.12,50.57,938.804,0.719,1
25.05,51.02,938.818,0.972,1
25.0,51.33,938.807,0.36,1
24.95,51.6,938.807,0.066,1
24.92,51.87,938.81,0.643,1
24.87,52.11,938.81,0.253,1
24.83,52.26,938.813,0.668,1
24.79,52.41,938.815,0.111,1
24.75,52.54,938.824,0.79,1
24.72,52.65,938.825,0.448,1
24.69,52.77,938.826,0.244,1
24.68,52.87,938.832,0.496,1
24.66,52.93,938.834,0.574,1
24.64,53.01,938.834,0.289,1
24.62,53.06,938.831,0.483,1
24.59,53.12,938.811,0.691,1
24.61,53.2,938.8,0.019,1
24.55,53.21,938.798,0.167,1
24.54,53.29,938.809,0.811,1
24.55,53.33,938.805,0.312,1
24.52,53.36,938.814,0.57,1
24.51,53.4,938.829,0.1,1
24.51,53.46,938.828,0.636,1
24.49,53.51,938.84,0.268,1
24.47,53.54,938.828,0.586,1
25.7,53.57,938.829,0.758,1
26.05,52.8,938.829,0.463,1
26.22,51.87,938.833,0.954,1
26.33,51.04,938.826,0.166,1
26.43,50.37,938.82,0.483,1
26.51,49.83,938.817,0.18,1
26.6,49.38,938.825,0.935,1
26.65,49.04,938.825,0.586,1
26.68,48.75,938.819,0.318,1
26.74,48.53,938.817,0.664,1
